Country,Year,Cause,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
Scotland,2002,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2002,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2002,X45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2002,X65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scotland,2002,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,F10,0,0,0,1,1,0,4,11,29,28,47,61,46,44,39,18,9,2,1,0
Scotland,2001,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Scotland,2001,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scotland,2001,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,I42.6,0,0,0,0,0,0,0,1,0,1,2,1,2,1,3,0,1,0,0,0
Scotland,2001,K29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Scotland,2001,K70,0,0,0,0,0,0,7,22,46,72,124,139,129,130,108,57,22,9,1,0
Scotland,2001,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,K86.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Scotland,2001,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,X45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,2001,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
