Country,Year,Cause,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
Northern Ireland,2007,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2007,X45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Northern Ireland,2007,X65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2007,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,F10,0,0,0,0,0,0,0,4,8,10,17,11,13,10,1,1,2,1,1,0
Northern Ireland,2006,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,I42.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Northern Ireland,2006,K29.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,K70,0,0,0,0,0,1,0,1,8,13,25,23,13,16,17,3,4,2,0,0
Northern Ireland,2006,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,K86.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,X45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2006,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,F10,0,0,0,0,0,0,0,6,15,13,15,12,10,2,11,1,1,0,0,0
Northern Ireland,2005,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,I42.6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,0
Northern Ireland,2005,K29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,K70,0,0,0,0,0,0,1,3,8,8,22,22,24,11,8,7,1,2,0,0
Northern Ireland,2005,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,K86.0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
Northern Ireland,2005,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,X45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2005,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,F10,0,0,0,0,0,1,2,4,5,13,14,10,10,4,4,1,0,0,0,0
Northern Ireland,2004,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Northern Ireland,2004,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,I42.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Northern Ireland,2004,K29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,K70,0,0,0,0,0,0,2,1,10,21,12,24,23,14,11,3,4,1,0,0
Northern Ireland,2004,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,K86.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Northern Ireland,2004,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,X45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2004,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,F10,0,0,0,0,0,0,1,2,3,8,10,9,9,4,5,1,0,0,0,0
Northern Ireland,2003,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Northern Ireland,2003,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,I42.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Northern Ireland,2003,K29.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Northern Ireland,2003,K70,0,0,0,0,0,0,0,4,8,9,16,18,16,16,14,6,4,0,0,0
Northern Ireland,2003,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,K86.0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0
Northern Ireland,2003,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,X45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2003,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,F10,0,0,0,0,0,0,0,2,5,16,16,9,13,7,2,1,2,1,0,0
Northern Ireland,2002,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,I42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Northern Ireland,2002,K29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,K70,0,0,0,0,0,0,1,1,8,19,12,16,15,14,13,7,4,0,1,1
Northern Ireland,2002,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,K86.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Northern Ireland,2002,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,X45,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0
Northern Ireland,2002,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2002,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,E24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,F10,0,0,0,0,0,0,0,7,6,11,11,14,10,6,5,3,2,0,0,0
